,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.4071044921875,10137.338989257812
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.682723999023438
2,2019-02-28,SELL,NVDA,12749,3.8539788722991943,49144.05936694145
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.6510913372039795
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.27742648125
5,2019-03-29,SELL,NVDA,25169,4.4001145362854,162996.7601902485
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,4.057467699050903
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.61032414436
8,2019-04-30,SELL,NVDA,18473,4.451748371124268,227104.75798392296
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.278011083602905
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.96918940544
11,2019-05-31,BUY,NVDA,38293,3.4572556018829346,66088.28042650223
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.510658740997314
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.630470752716
14,2019-06-28,BUY,NVDA,12893,4.056701183319092,0.5821142196655273
15,2019-07-31,SELL,NVDA,955,4.360401630401611,4164.765671253204
16,2019-07-31,BUY,TSLA,257,16.150667190551758,14.044203281402588
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.173013210297
18,2019-08-30,BUY,NVDA,378,4.154505252838135,27238.77002763748
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,12.7808518409729
20,2019-09-30,SELL,NVDA,2049,4.272920608520508,8767.995178699493
21,2019-09-30,BUY,TSLA,543,16.142000198364258,2.889070987701416
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19512.50924539566
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15723.659086704254
24,2019-10-31,BUY,NVDA,3060,5.050086975097656,270.392942905426
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32405.52358675003
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28614.363674640656
27,2019-11-29,BUY,NVDA,5232,5.433221340179443,187.74962282180786
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1157.679615497589
29,2019-12-31,SELL,NVDA,11901,5.783753395080566,69990.12877035141
30,2019-12-31,BUY,CSCO,1730,40.44773483276367,15.547509670257568
